benchmark_name,arch,seed_num,runtime(s),memory_usage(mb)
csa42_DW16,2D_arch,5,6.29,154.7
csa42_DW16,Offset_arch,1,6.06,130.8
csa42_DW16,Offset_arch,2,6.12,130.8
csa42_DW16,Offset_arch,3,6.41,130.8
csa42_DW16,Offset_arch,4,7.00,130.8
csa42_DW16,Offset_arch,5,6.93,130.8
csa42_DW16,All_top_arch,1,6.12,130.8
csa42_DW16,All_top_arch,2,5.81,130.8
csa42_DW16,All_top_arch,3,6.03,130.8
csa42_DW16,All_top_arch,4,6.05,130.8
csa42_DW16,All_top_arch,5,5.88,130.8
csa42_DW16,Iso-Edge_arch,1,6.31,130.8
csa42_DW16,Iso-Edge_arch,2,6.11,130.8
csa42_DW16,Iso-Edge_arch,3,6.02,130.8
csa42_DW16,Iso-Edge_arch,4,6.00,130.8
csa42_DW16,Iso-Edge_arch,5,6.15,130.8
csa42_DW16,Mix-Edge_arch,1,5.88,130.8
csa42_DW16,Mix-Edge_arch,2,5.97,130.8
csa42_DW16,Mix-Edge_arch,3,6.23,130.8
csa42_DW16,Mix-Edge_arch,4,6.14,130.8
csa42_DW16,Mix-Edge_arch,5,6.43,130.8
csa42_DW16,Aligned_arch,1,10.72,130.8
csa42_DW16,Aligned_arch,2,6.44,130.8
csa42_DW16,Aligned_arch,3,6.98,130.8
csa42_DW16,Aligned_arch,4,6.33,130.8
csa42_DW16,Aligned_arch,5,6.38,130.8
csa42_DW16,Striped_arch,1,29.15,130.8
csa42_DW16,Striped_arch,2,7.51,130.8
csa42_DW16,Striped_arch,3,36.23,130.8
csa42_DW16,Striped_arch,4,10.62,130.8
csa42_DW16,Striped_arch,5,49.15,130.8
csa42_DW16,Border_arch,1,6.32,131.5
csa42_DW16,Border_arch,2,6.09,131.5
csa42_DW16,Border_arch,3,6.20,131.5
csa42_DW16,Border_arch,4,6.13,131.5
csa42_DW16,Border_arch,5,6.31,131.5
csa42_DW256,2D_arch,1,10.35,162.7
csa42_DW256,2D_arch,2,10.14,162.7
csa42_DW256,2D_arch,3,10.38,162.7
csa42_DW256,2D_arch,4,10.38,162.7
csa42_DW256,2D_arch,5,10.59,162.7
csa42_DW256,Offset_arch,1,31.56,518.5
csa42_DW256,Offset_arch,2,30.49,518.5
csa42_DW256,Offset_arch,3,32.50,518.5
csa42_DW256,Offset_arch,4,30.81,518.5
csa42_DW256,Offset_arch,5,29.82,518.5
csa42_DW256,All_top_arch,1,30.11,518.1
csa42_DW256,All_top_arch,2,31.18,518.1
csa42_DW256,All_top_arch,3,30.51,518.1
csa42_DW256,All_top_arch,4,31.79,518.1
csa42_DW256,All_top_arch,5,30.38,518.1
csa42_DW256,Iso-Edge_arch,1,29.11,518.1
csa42_DW256,Iso-Edge_arch,2,29.47,518.1
csa42_DW256,Iso-Edge_arch,3,29.20,518.1
csa42_DW256,Iso-Edge_arch,4,29.24,518.1
csa42_DW256,Iso-Edge_arch,5,31.10,518.1
csa42_DW256,Mix-Edge_arch,1,31.57,518.5
csa42_DW256,Mix-Edge_arch,2,31.76,518.5
csa42_DW256,Mix-Edge_arch,3,32.14,518.5
csa42_DW256,Mix-Edge_arch,4,31.66,518.5
csa42_DW256,Mix-Edge_arch,5,31.91,518.5
csa42_DW256,Aligned_arch,1,31.35,518.5
csa42_DW256,Aligned_arch,2,32.52,518.5
csa42_DW256,Aligned_arch,3,30.89,518.5
csa42_DW256,Aligned_arch,4,37.84,514.5
csa42_DW256,Aligned_arch,5,32.70,518.5
csa42_DW256,Striped_arch,1,32.19,518.6
csa42_DW256,Striped_arch,2,63.59,518.6
csa42_DW256,Striped_arch,3,43.96,518.6
csa42_DW256,Striped_arch,4,69.24,518.6
csa42_DW256,Striped_arch,5,64.72,518.6
csa42_DW256,Border_arch,1,31.61,519.4
csa42_DW256,Border_arch,2,31.36,519.4
csa42_DW256,Border_arch,3,31.06,519.4
csa42_DW256,Border_arch,4,31.32,519.4
csa42_DW256,Border_arch,5,31.16,519.4
csa42_DW32,2D_arch,1,6.29,156.7
csa42_DW32,2D_arch,2,6.21,156.7
csa42_DW32,2D_arch,3,6.34,156.7
csa42_DW32,2D_arch,4,6.29,156.7
csa42_DW32,2D_arch,5,6.27,156.7
csa42_DW32,Offset_arch,1,6.05,130.8
csa42_DW32,Offset_arch,2,6.09,130.8
csa42_DW32,Offset_arch,3,6.45,130.8
csa42_DW32,Offset_arch,4,6.32,130.8
csa42_DW32,Offset_arch,5,6.19,130.8
csa42_DW32,All_top_arch,1,5.91,130.8
csa42_DW32,All_top_arch,2,6.27,130.8
csa42_DW32,All_top_arch,3,6.14,130.8
csa42_DW32,All_top_arch,4,5.87,130.8
csa42_DW32,All_top_arch,5,6.35,130.8
csa42_DW32,Iso-Edge_arch,1,6.13,130.8
csa42_DW32,Iso-Edge_arch,2,6.18,130.8
csa42_DW32,Iso-Edge_arch,3,5.97,130.8
csa42_DW32,Iso-Edge_arch,4,5.79,130.8
csa42_DW32,Iso-Edge_arch,5,6.14,130.8
csa42_DW32,Mix-Edge_arch,1,6.28,130.8
csa42_DW32,Mix-Edge_arch,2,6.38,130.8
csa42_DW32,Mix-Edge_arch,3,6.43,130.8
csa42_DW32,Mix-Edge_arch,4,6.39,130.8
csa42_DW32,Mix-Edge_arch,5,6.37,130.8
csa42_DW32,Aligned_arch,1,8.67,130.8
csa42_DW32,Aligned_arch,2,6.82,130.8
csa42_DW32,Aligned_arch,3,6.51,130.8
csa42_DW32,Aligned_arch,4,6.40,130.8
csa42_DW32,Aligned_arch,5,6.66,130.8
csa42_DW32,Striped_arch,1,12.06,130.8
csa42_DW32,Striped_arch,2,10.90,130.8
csa42_DW32,Striped_arch,3,12.98,130.8
csa42_DW32,Striped_arch,4,7.39,130.8
csa42_DW32,Striped_arch,5,51.02,130.8
csa42_DW32,Border_arch,1,6.41,131.5
csa42_DW32,Border_arch,2,6.31,131.5
csa42_DW32,Border_arch,3,6.27,131.5
csa42_DW32,Border_arch,4,6.30,131.5
csa42_DW32,Border_arch,5,6.30,131.5
csa42_DW512,2D_arch,1,39.70,630.0
csa42_DW512,2D_arch,2,41.03,630.0
csa42_DW512,2D_arch,3,40.70,630.0
csa42_DW512,2D_arch,4,39.21,630.0
csa42_DW512,2D_arch,5,41.03,630.0
csa42_DW512,Offset_arch,1,72.91,1125.3
csa42_DW512,Offset_arch,2,77.59,1125.3
csa42_DW512,Offset_arch,3,79.13,1125.3
csa42_DW512,Offset_arch,4,78.00,1125.3
csa42_DW512,Offset_arch,5,79.45,1125.3
csa42_DW512,All_top_arch,1,78.96,1124.9
csa42_DW512,All_top_arch,2,76.01,1124.9
csa42_DW512,All_top_arch,3,75.49,1124.9
csa42_DW512,All_top_arch,4,78.16,1124.9
csa42_DW512,All_top_arch,5,76.46,1124.9
csa42_DW512,Iso-Edge_arch,1,75.06,1124.9
csa42_DW512,Iso-Edge_arch,2,76.21,1124.9
csa42_DW512,Iso-Edge_arch,3,74.43,1124.9
csa42_DW512,Iso-Edge_arch,4,76.09,1124.9
csa42_DW512,Iso-Edge_arch,5,73.44,1124.9
csa42_DW512,Mix-Edge_arch,1,78.87,1125.3
csa42_DW512,Mix-Edge_arch,2,77.58,1125.3
csa42_DW512,Mix-Edge_arch,3,79.76,1125.3
csa42_DW512,Mix-Edge_arch,4,79.84,1125.3
csa42_DW512,Mix-Edge_arch,5,80.50,1125.3
csa42_DW512,Aligned_arch,1,80.05,1125.3
csa42_DW512,Aligned_arch,2,81.63,1125.3
csa42_DW512,Aligned_arch,3,79.94,1125.3
csa42_DW512,Aligned_arch,4,81.50,1125.3
csa42_DW512,Aligned_arch,5,80.25,1125.3
csa42_DW512,Striped_arch,1,120.73,1125.4
csa42_DW512,Striped_arch,2,90.02,1125.4
csa42_DW512,Striped_arch,3,78.34,1125.4
csa42_DW512,Striped_arch,4,129.92,1125.4
csa42_DW512,Striped_arch,5,105.50,1125.4
csa42_DW512,Border_arch,1,78.60,1126.6
csa42_DW512,Border_arch,2,77.39,1126.6
csa42_DW512,Border_arch,3,76.94,1126.6
csa42_DW512,Border_arch,4,78.05,1126.6
csa42_DW512,Border_arch,5,77.58,1126.6
csa42_DW64,2D_arch,1,6.54,156.7
csa42_DW64,2D_arch,2,6.66,156.7
csa42_DW64,2D_arch,3,6.56,156.7
csa42_DW64,2D_arch,4,6.52,156.7
csa42_DW64,2D_arch,5,6.56,156.7
csa42_DW64,Offset_arch,1,6.45,132.8
csa42_DW64,Offset_arch,2,6.31,132.8
csa42_DW64,Offset_arch,3,6.73,132.8
csa42_DW64,Offset_arch,4,6.94,132.8
csa42_DW64,Offset_arch,5,6.49,132.8
csa42_DW64,All_top_arch,1,6.63,130.8
csa42_DW64,All_top_arch,2,6.40,130.8
csa42_DW64,All_top_arch,3,6.73,130.8
csa42_DW64,All_top_arch,4,6.45,130.8
csa42_DW64,All_top_arch,5,6.61,130.8
csa42_DW64,Iso-Edge_arch,1,6.47,130.8
csa42_DW64,Iso-Edge_arch,2,6.82,130.8
csa42_DW64,Iso-Edge_arch,3,6.07,130.8
csa42_DW64,Iso-Edge_arch,4,6.48,130.8
csa42_DW64,Iso-Edge_arch,5,6.40,130.8
csa42_DW64,Mix-Edge_arch,1,6.34,132.8
csa42_DW64,Mix-Edge_arch,2,6.71,132.8
csa42_DW64,Mix-Edge_arch,3,6.70,132.8
csa42_DW64,Mix-Edge_arch,4,6.65,132.8
csa42_DW64,Mix-Edge_arch,5,6.72,132.8
csa42_DW64,Aligned_arch,1,10.27,132.8
csa42_DW64,Aligned_arch,2,7.16,132.8
csa42_DW64,Aligned_arch,3,6.61,132.8
csa42_DW64,Aligned_arch,4,6.87,132.8
csa42_DW64,Aligned_arch,5,6.99,132.8
csa42_DW64,Striped_arch,1,12.09,132.8
csa42_DW64,Striped_arch,2,7.86,132.8
csa42_DW64,Striped_arch,3,14.56,132.8
csa42_DW64,Striped_arch,4,8.35,132.8
csa42_DW64,Striped_arch,5,37.02,132.8
csa42_DW64,Border_arch,1,6.71,133.5
csa42_DW64,Border_arch,2,6.56,133.5
csa42_DW64,Border_arch,3,6.61,133.5
csa42_DW64,Border_arch,4,6.52,133.5
csa42_DW64,Border_arch,5,6.48,133.5
csa42_DW8,2D_arch,1,5.78,154.7
csa42_DW8,2D_arch,2,6.32,154.7
csa42_DW8,2D_arch,3,6.11,154.7
csa42_DW8,2D_arch,4,6.00,154.7
csa42_DW8,2D_arch,5,6.08,154.7
csa42_DW8,Offset_arch,1,6.13,130.8
csa42_DW8,Offset_arch,2,5.92,130.8
csa42_DW8,Offset_arch,3,6.86,130.8
csa42_DW8,Offset_arch,4,6.33,130.8
csa42_DW8,Offset_arch,5,6.15,130.8
csa42_DW8,All_top_arch,1,5.97,130.8
csa42_DW8,All_top_arch,2,5.92,130.8
csa42_DW8,All_top_arch,3,5.89,130.8
csa42_DW8,All_top_arch,4,6.21,130.8
csa42_DW8,All_top_arch,5,6.20,130.8
csa42_DW8,Iso-Edge_arch,1,5.94,130.8
csa42_DW8,Iso-Edge_arch,2,6.27,130.8
csa42_DW8,Iso-Edge_arch,3,6.06,130.8
csa42_DW8,Iso-Edge_arch,4,5.98,130.8
csa42_DW8,Iso-Edge_arch,5,5.61,130.8
csa42_DW8,Mix-Edge_arch,1,5.93,130.8
csa42_DW8,Mix-Edge_arch,2,6.46,130.8
csa42_DW8,Mix-Edge_arch,3,6.35,130.8
csa42_DW8,Mix-Edge_arch,4,6.11,130.8
csa42_DW8,Mix-Edge_arch,5,6.44,130.8
csa42_DW8,Aligned_arch,1,9.03,130.8
csa42_DW8,Aligned_arch,2,6.80,130.8
csa42_DW8,Aligned_arch,3,6.23,130.8
csa42_DW8,Aligned_arch,4,6.11,130.8
csa42_DW8,Aligned_arch,5,6.46,130.8
csa42_DW8,Striped_arch,1,23.85,130.8
csa42_DW8,Striped_arch,2,7.82,130.8
csa42_DW8,Striped_arch,3,11.76,130.8
csa42_DW8,Striped_arch,4,8.54,130.8
csa42_DW8,Striped_arch,5,50.81,130.8
csa42_DW8,Border_arch,1,6.07,131.5
csa42_DW8,Border_arch,2,6.16,131.5
csa42_DW8,Border_arch,3,6.18,131.5
csa42_DW8,Border_arch,4,6.16,131.5
csa42_DW8,Border_arch,5,6.10,131.5
ctrl,2D_arch,1,6.24,154.7
ctrl,2D_arch,2,5.96,154.7
ctrl,2D_arch,3,5.94,154.7
ctrl,2D_arch,4,5.88,154.7
ctrl,2D_arch,5,6.20,154.7
ctrl,Offset_arch,1,6.09,130.8
ctrl,Offset_arch,2,6.22,130.8
ctrl,Offset_arch,3,6.45,130.8
ctrl,Offset_arch,4,6.12,130.8
ctrl,Offset_arch,5,6.11,130.8
ctrl,All_top_arch,1,6.03,130.8
ctrl,All_top_arch,2,5.95,130.8
ctrl,All_top_arch,3,5.86,130.8
ctrl,All_top_arch,4,6.24,130.8
ctrl,All_top_arch,5,5.62,130.8
ctrl,Iso-Edge_arch,1,5.90,130.8
ctrl,Iso-Edge_arch,2,5.68,130.8
ctrl,Iso-Edge_arch,3,6.09,130.8
ctrl,Iso-Edge_arch,4,5.81,130.8
ctrl,Iso-Edge_arch,5,5.96,130.8
ctrl,Mix-Edge_arch,1,6.26,130.8
ctrl,Mix-Edge_arch,2,6.32,130.8
ctrl,Mix-Edge_arch,3,6.04,130.8
ctrl,Mix-Edge_arch,4,6.45,130.8
ctrl,Mix-Edge_arch,5,6.63,130.8
ctrl,Aligned_arch,1,5.77,130.8
ctrl,Aligned_arch,2,8.02,130.8
ctrl,Aligned_arch,3,13.29,130.8
ctrl,Aligned_arch,4,9.34,130.8
ctrl,Aligned_arch,5,7.71,130.8
ctrl,Striped_arch,1,6.98,130.8
ctrl,Striped_arch,2,6.14,130.8
ctrl,Striped_arch,3,6.28,130.8
ctrl,Striped_arch,4,53.24,130.8
ctrl,Striped_arch,5,21.63,130.8
ctrl,Border_arch,1,5.91,131.5
ctrl,Border_arch,2,6.27,131.5
ctrl,Border_arch,3,6.20,131.5
ctrl,Border_arch,4,6.24,131.5
ctrl,Border_arch,5,6.12,131.5
cu,2D_arch,1,5.83,154.7
cu,2D_arch,2,6.01,154.7
cu,2D_arch,3,6.10,154.7
cu,2D_arch,4,5.99,154.7
cu,2D_arch,5,6.14,154.7
cu,Offset_arch,1,6.07,130.8
cu,Offset_arch,2,6.27,130.8
cu,Offset_arch,3,6.19,130.8
cu,Offset_arch,4,6.05,130.8
cu,Offset_arch,5,6.10,130.8
cu,All_top_arch,1,5.98,130.8
cu,All_top_arch,2,6.04,130.8
cu,All_top_arch,3,6.15,130.8
cu,All_top_arch,4,6.61,130.8
cu,All_top_arch,5,6.03,130.8
cu,Iso-Edge_arch,1,6.06,130.8
cu,Iso-Edge_arch,2,5.89,130.8
cu,Iso-Edge_arch,3,5.90,130.8
cu,Iso-Edge_arch,4,6.14,130.8
cu,Iso-Edge_arch,5,5.87,130.8
cu,Mix-Edge_arch,1,6.27,130.8
cu,Mix-Edge_arch,2,6.02,130.8
cu,Mix-Edge_arch,3,6.26,130.8
cu,Mix-Edge_arch,4,6.00,130.8
cu,Mix-Edge_arch,5,6.20,130.8
cu,Aligned_arch,1,93.01,130.8
cu,Aligned_arch,2,21.76,130.8
cu,Aligned_arch,3,6.31,130.8
cu,Aligned_arch,4,7.53,130.8
cu,Aligned_arch,5,6.17,130.8
cu,Striped_arch,1,5.87,130.8
cu,Striped_arch,2,6.01,130.8
cu,Striped_arch,3,6.17,130.8
cu,Striped_arch,4,6.08,130.8
cu,Striped_arch,5,6.11,130.8
cu,Border_arch,1,6.22,131.5
cu,Border_arch,2,6.24,131.5
cu,Border_arch,3,6.15,131.5
cu,Border_arch,4,6.05,131.5
cu,Border_arch,5,6.09,131.5
dalu,2D_arch,1,6.13,156.7
dalu,2D_arch,2,6.32,156.7
dalu,2D_arch,3,6.31,156.7
dalu,2D_arch,4,6.37,156.7
dalu,2D_arch,5,6.34,156.7
dalu,Offset_arch,1,6.31,130.8
dalu,Offset_arch,2,6.56,130.8
dalu,Offset_arch,3,6.41,130.8
dalu,Offset_arch,4,6.18,130.8
dalu,Offset_arch,5,6.30,130.8
dalu,All_top_arch,1,6.26,130.8
dalu,All_top_arch,2,5.94,130.8
dalu,All_top_arch,3,6.36,130.8
dalu,All_top_arch,4,6.56,130.8
dalu,All_top_arch,5,6.39,130.8
dalu,Iso-Edge_arch,1,6.60,130.8
dalu,Iso-Edge_arch,2,6.37,130.8
dalu,Iso-Edge_arch,3,6.47,130.8
dalu,Iso-Edge_arch,4,6.37,130.8
dalu,Iso-Edge_arch,5,6.12,130.8
dalu,Mix-Edge_arch,1,6.41,130.8
dalu,Mix-Edge_arch,2,6.09,130.8
dalu,Mix-Edge_arch,3,6.58,130.8
dalu,Mix-Edge_arch,4,6.09,130.8
dalu,Mix-Edge_arch,5,6.52,130.8
dalu,Aligned_arch,1,90.04,130.8
dalu,Aligned_arch,2,7.11,130.8
dalu,Aligned_arch,3,7.05,130.8
dalu,Aligned_arch,4,6.75,130.8
dalu,Aligned_arch,5,7.11,130.8
dalu,Striped_arch,1,6.16,132.8
dalu,Striped_arch,2,6.21,132.8
dalu,Striped_arch,3,6.21,132.8
dalu,Striped_arch,4,6.23,132.8
dalu,Striped_arch,5,6.36,132.8
dalu,Border_arch,1,6.44,131.4
dalu,Border_arch,2,6.56,131.4
dalu,Border_arch,3,6.36,131.4
dalu,Border_arch,4,6.26,131.4
dalu,Border_arch,5,6.46,131.4
datetime,2D_arch,1,6.80,158.5
datetime,2D_arch,2,6.66,158.5
datetime,2D_arch,3,6.84,158.5
datetime,2D_arch,4,6.72,158.5
datetime,2D_arch,5,6.38,158.5
datetime,Offset_arch,1,7.07,134.6
datetime,Offset_arch,2,7.01,134.6
datetime,Offset_arch,3,6.67,134.6
datetime,Offset_arch,4,6.81,134.6
datetime,Offset_arch,5,6.82,134.6
datetime,All_top_arch,1,6.77,134.6
datetime,All_top_arch,2,6.28,134.6
datetime,All_top_arch,3,6.68,134.6
datetime,All_top_arch,4,6.88,134.6
datetime,All_top_arch,5,6.85,134.6
datetime,Iso-Edge_arch,1,6.79,134.6
datetime,Iso-Edge_arch,2,6.46,134.6
datetime,Iso-Edge_arch,3,6.55,134.6
datetime,Iso-Edge_arch,4,7.13,134.6
datetime,Iso-Edge_arch,5,6.86,134.6
datetime,Mix-Edge_arch,1,6.65,134.6
datetime,Mix-Edge_arch,2,6.68,134.6
datetime,Mix-Edge_arch,3,6.90,134.6
datetime,Mix-Edge_arch,4,6.87,134.6
datetime,Mix-Edge_arch,5,6.71,134.6
datetime,Aligned_arch,1,7.00,134.6
datetime,Aligned_arch,2,6.89,134.6
datetime,Aligned_arch,3,6.75,134.6
datetime,Aligned_arch,4,6.86,134.6
datetime,Aligned_arch,5,6.93,134.6
datetime,Striped_arch,1,6.94,134.6
datetime,Striped_arch,2,7.08,134.6
datetime,Striped_arch,3,6.55,134.6
datetime,Striped_arch,4,6.62,134.6
datetime,Striped_arch,5,6.88,134.6
datetime,Border_arch,1,6.95,135.3
datetime,Border_arch,2,7.04,135.3
datetime,Border_arch,3,7.03,135.3
datetime,Border_arch,4,6.43,135.3
datetime,Border_arch,5,6.81,135.3
dec,2D_arch,1,6.20,156.7
dec,2D_arch,2,6.59,156.7
dec,2D_arch,3,6.45,156.7
dec,2D_arch,4,6.49,156.7
dec,2D_arch,5,6.69,156.7
dec,Offset_arch,1,6.51,132.8
dec,Offset_arch,2,6.74,132.8
dec,Offset_arch,3,6.48,132.8
dec,Offset_arch,4,6.50,132.8
dec,Offset_arch,5,6.59,132.8
dec,All_top_arch,1,6.44,130.8
dec,All_top_arch,2,6.35,130.8
dec,All_top_arch,3,6.11,130.8
dec,All_top_arch,4,6.32,130.8
dec,All_top_arch,5,6.59,130.8
dec,Iso-Edge_arch,1,6.45,130.8
dec,Iso-Edge_arch,2,6.55,130.8
dec,Iso-Edge_arch,3,6.49,130.8
dec,Iso-Edge_arch,4,6.16,130.8
dec,Iso-Edge_arch,5,6.40,130.8
dec,Mix-Edge_arch,1,6.64,132.8
dec,Mix-Edge_arch,2,6.49,132.8
dec,Mix-Edge_arch,3,6.47,132.8
dec,Mix-Edge_arch,4,6.68,132.8
dec,Mix-Edge_arch,5,6.46,132.8
dec,Aligned_arch,1,6.16,132.8
dec,Aligned_arch,2,11.53,132.8
dec,Aligned_arch,3,14.36,132.8
dec,Aligned_arch,4,10.56,132.8
dec,Aligned_arch,5,6.96,132.8
dec,Striped_arch,1,7.06,132.8
dec,Striped_arch,2,6.48,132.8
dec,Striped_arch,3,6.64,132.8
dec,Striped_arch,4,49.60,132.8
dec,Striped_arch,5,23.65,132.8
dec,Border_arch,1,6.23,133.5
dec,Border_arch,2,6.60,133.5
dec,Border_arch,3,6.39,133.5
dec,Border_arch,4,6.61,133.5
dec,Border_arch,5,6.57,133.5
dec_DW1024,2D_arch,1,33.08,627.5
dec_DW1024,2D_arch,2,34.16,627.5
dec_DW1024,2D_arch,3,35.01,627.5
dec_DW1024,2D_arch,4,35.51,627.5
dec_DW1024,2D_arch,5,35.42,627.5
dec_DW1024,Offset_arch,1,35.48,524.7
dec_DW1024,Offset_arch,2,34.65,524.7
dec_DW1024,Offset_arch,3,36.08,524.7
dec_DW1024,Offset_arch,4,35.47,524.7
dec_DW1024,Offset_arch,5,33.55,524.7
dec_DW1024,All_top_arch,1,35.50,524.1
dec_DW1024,All_top_arch,2,34.97,524.1
dec_DW1024,All_top_arch,3,34.47,524.1
dec_DW1024,All_top_arch,4,34.55,524.1
dec_DW1024,All_top_arch,5,34.42,524.1
dec_DW1024,Iso-Edge_arch,1,35.42,524.1
dec_DW1024,Iso-Edge_arch,2,36.50,524.1
dec_DW1024,Iso-Edge_arch,3,34.66,524.1
dec_DW1024,Iso-Edge_arch,4,35.36,524.1
dec_DW1024,Iso-Edge_arch,5,34.96,524.1
dec_DW1024,Mix-Edge_arch,1,36.39,524.5
dec_DW1024,Mix-Edge_arch,2,33.93,524.5
dec_DW1024,Mix-Edge_arch,3,36.47,524.5
dec_DW1024,Mix-Edge_arch,4,35.64,524.5
dec_DW1024,Mix-Edge_arch,5,36.39,524.5
dec_DW1024,Aligned_arch,1,35.32,524.7
dec_DW1024,Aligned_arch,2,36.03,524.7
dec_DW1024,Aligned_arch,3,34.94,524.7
dec_DW1024,Aligned_arch,4,45.62,524.7
dec_DW1024,Aligned_arch,5,35.27,524.7
dec_DW1024,Striped_arch,1,39.23,524.6
dec_DW1024,Striped_arch,2,63.54,524.6
dec_DW1024,Striped_arch,3,48.78,524.6
dec_DW1024,Striped_arch,4,143.17,521.7
dec_DW1024,Striped_arch,5,80.64,524.6
dec_DW1024,Border_arch,1,36.33,525.3
dec_DW1024,Border_arch,2,35.59,525.3
dec_DW1024,Border_arch,3,35.46,525.3
dec_DW1024,Border_arch,4,35.02,525.3
dec_DW1024,Border_arch,5,35.38,525.3
dec_DW128,2D_arch,1,6.38,156.7
dec_DW128,2D_arch,2,6.49,156.7
dec_DW128,2D_arch,3,6.33,156.7
dec_DW128,2D_arch,4,6.65,156.7
dec_DW128,2D_arch,5,6.43,156.7
dec_DW128,Offset_arch,1,6.36,130.9
dec_DW128,Offset_arch,2,6.26,130.9
dec_DW128,Offset_arch,3,7.91,130.9
dec_DW128,Offset_arch,4,6.47,130.9
dec_DW128,Offset_arch,5,6.47,130.9
dec_DW128,All_top_arch,1,6.36,130.8
dec_DW128,All_top_arch,2,6.29,130.8
dec_DW128,All_top_arch,3,6.75,130.8
dec_DW128,All_top_arch,4,6.21,130.8
dec_DW128,All_top_arch,5,6.52,130.8
dec_DW128,Iso-Edge_arch,1,6.53,130.8
dec_DW128,Iso-Edge_arch,2,6.60,130.8
dec_DW128,Iso-Edge_arch,3,6.37,130.8
dec_DW128,Iso-Edge_arch,4,6.43,130.8
dec_DW128,Iso-Edge_arch,5,6.22,130.8
dec_DW128,Mix-Edge_arch,1,6.72,130.9
dec_DW128,Mix-Edge_arch,2,6.25,130.9
dec_DW128,Mix-Edge_arch,3,6.43,130.9
dec_DW128,Mix-Edge_arch,4,6.55,130.9
dec_DW128,Mix-Edge_arch,5,6.45,130.9
dec_DW128,Aligned_arch,1,6.99,130.9
dec_DW128,Aligned_arch,2,7.36,130.9
dec_DW128,Aligned_arch,3,6.86,130.9
dec_DW128,Aligned_arch,4,6.48,130.9
dec_DW128,Aligned_arch,5,6.40,130.9
dec_DW128,Striped_arch,1,20.85,132.8
dec_DW128,Striped_arch,2,8.92,132.8
dec_DW128,Striped_arch,3,11.09,132.8
dec_DW128,Striped_arch,4,54.01,132.8
dec_DW128,Striped_arch,5,35.31,132.8
dec_DW128,Border_arch,1,6.63,131.5
dec_DW128,Border_arch,2,6.66,131.5
dec_DW128,Border_arch,3,6.55,131.5
dec_DW128,Border_arch,4,6.53,131.5
dec_DW128,Border_arch,5,6.41,131.5
dec_DW16,2D_arch,1,6.10,154.7
dec_DW16,2D_arch,2,6.45,154.7
dec_DW16,2D_arch,3,6.07,154.7
dec_DW16,2D_arch,4,6.09,154.7
dec_DW16,2D_arch,5,5.95,154.7
dec_DW16,Offset_arch,1,6.02,130.8
dec_DW16,Offset_arch,2,5.92,130.8
dec_DW16,Offset_arch,3,6.22,130.8
dec_DW16,Offset_arch,4,6.19,130.8
dec_DW16,Offset_arch,5,6.15,130.8
dec_DW16,All_top_arch,1,6.18,130.8
dec_DW16,All_top_arch,2,5.88,130.8
dec_DW16,All_top_arch,3,6.27,130.8
dec_DW16,All_top_arch,4,5.80,130.8
dec_DW16,All_top_arch,5,6.16,130.8
dec_DW16,Iso-Edge_arch,1,6.12,130.8
dec_DW16,Iso-Edge_arch,2,6.02,130.8
dec_DW16,Iso-Edge_arch,3,6.04,130.8
dec_DW16,Iso-Edge_arch,4,6.07,130.8
dec_DW16,Iso-Edge_arch,5,5.90,130.8
dec_DW16,Mix-Edge_arch,1,6.24,130.8
dec_DW16,Mix-Edge_arch,2,6.13,130.8
dec_DW16,Mix-Edge_arch,3,6.02,130.8
dec_DW16,Mix-Edge_arch,4,6.16,130.8
dec_DW16,Mix-Edge_arch,5,6.21,130.8
dec_DW16,Aligned_arch,1,6.27,130.8
dec_DW16,Aligned_arch,2,5.95,130.8
dec_DW16,Aligned_arch,3,6.33,130.8
dec_DW16,Aligned_arch,4,6.30,130.8
dec_DW16,Aligned_arch,5,6.16,130.8
dec_DW16,Striped_arch,1,27.86,130.8
dec_DW16,Striped_arch,2,8.74,130.8
dec_DW16,Striped_arch,3,38.54,130.8
dec_DW16,Striped_arch,4,50.78,130.8
dec_DW16,Striped_arch,5,58.41,130.8
dec_DW16,Border_arch,1,6.02,131.5
dec_DW16,Border_arch,2,6.35,131.5
dec_DW16,Border_arch,3,6.22,131.5
dec_DW16,Border_arch,4,6.25,131.5
dec_DW16,Border_arch,5,6.10,131.5
dec_DW256,2D_arch,1,6.84,158.6
dec_DW256,2D_arch,2,7.08,158.6
dec_DW256,2D_arch,3,7.33,158.6
dec_DW256,2D_arch,4,7.00,158.6
dec_DW256,2D_arch,5,7.25,158.6
dec_DW256,Offset_arch,1,6.96,132.8
dec_DW256,Offset_arch,2,7.03,132.8
dec_DW256,Offset_arch,3,6.83,132.8
dec_DW256,Offset_arch,4,6.90,132.8
dec_DW256,Offset_arch,5,6.75,132.8
dec_DW256,All_top_arch,1,7.03,132.8
dec_DW256,All_top_arch,2,6.86,132.8
dec_DW256,All_top_arch,3,7.39,132.8
dec_DW256,All_top_arch,4,6.84,132.8
dec_DW256,All_top_arch,5,7.12,132.8
dec_DW256,Iso-Edge_arch,1,6.95,132.8
dec_DW256,Iso-Edge_arch,2,7.05,132.8
dec_DW256,Iso-Edge_arch,3,6.99,132.8
